1782766810,606126154,29,0,0,0,0.00,5.28
1782766811,606122071,98,0,0,0,0.00,1.78
1782766812,606118302,85,0,0,0,0.00,2.01
1782766813,606117242,116,0,0,0,0.00,2.53
1782766814,606152955,95,0,0,0,0.00,3.00
1782766815,606120439,90,1,1,0,0.00,2.74
1782766816,606114488,73,0,0,0,0.00,2.01
1782766817,606120517,74,1,1,0,0.00,2.02
1782766818,606119255,74,0,0,0,0.00,2.25
1782766819,606112526,89,0,0,0,0.00,2.51
1782766820,606123403,67,0,0,0,0.00,2.26
1782766821,606120270,71,0,0,0,0.00,1.50
1782766822,606126826,79,0,0,0,0.00,1.76
1782766823,606117290,77,1,1,0,0.00,1.77
1782766824,606119786,86,2,2,0,0.00,1.52
1782766825,606117179,84,0,0,0,0.33,2.51
1782766826,606122334,71,0,1,0,0.00,1.76
1782766827,606121397,74,0,1,0,0.00,0.76
1782766828,606109523,77,2,2,0,0.00,2.99
1782766829,606113640,69,0,0,0,0.00,1.51
1782766830,606115155,88,0,0,0,0.00,2.99
1782766831,606115264,68,0,0,0,0.00,1.51
1782766832,606156989,55,0,0,0,0.00,2.24
1782766833,606119913,101,0,0,0,0.00,2.50
1782766834,606114714,50,0,0,0,0.00,1.01
1782766835,606124099,64,0,0,0,0.00,1.76
1782766836,606121246,57,1,2,0,0.00,0.76
1782766837,606118706,55,0,0,0,0.00,2.24
1782766838,606120751,70,0,0,0,0.00,0.76
1782766839,606117694,74,0,0,0,0.00,1.76
1782766840,606115314,87,0,0,0,0.00,2.75
1782766841,606113352,76,0,0,0,0.00,2.26
1782766842,606123944,66,0,0,0,0.00,1.51
1782766843,606112818,72,0,0,0,0.00,2.26
1782766844,606120079,55,0,0,0,0.00,1.25
1782766845,606152289,64,1,1,0,0.00,1.76
1782766846,606121427,65,1,1,0,0.00,1.26
1782766847,606111713,56,0,1,0,0.00,2.73
1782766848,606119083,62,0,0,0,0.00,1.26
1782766849,606121662,55,0,0,0,0.00,1.50
1782766850,606120701,64,0,0,0,0.00,2.49
1782766851,606123023,64,0,0,0,0.00,1.01
1782766852,606117533,69,0,0,0,0.00,1.26
1782766853,606121523,77,1,1,0,0.00,1.27
1782766854,606120828,65,0,0,0,0.00,2.74
1782766855,606152425,55,0,0,0,0.00,1.50
1782766856,606152304,46,0,0,0,0.00,1.25
1782766857,606119841,52,0,0,0,0.00,1.01
1782766858,606120869,54,0,0,0,0.00,1.26
1782766859,606123357,55,0,0,0,0.00,2.00
1782766860,606114230,51,0,0,0,0.00,0.76
1782766861,606109637,68,1,1,0,0.00,2.01
1782766862,606117857,41,0,0,0,0.00,0.75
1782766863,606124672,43,0,0,0,0.00,1.01
1782766864,606122373,54,0,1,0,0.00,1.26
1782766865,606113410,67,0,0,0,0.00,2.49
1782766866,606115384,63,1,1,0,0.00,2.24
1782766867,606115433,59,0,0,0,0.00,1.26
1782766868,606113452,75,0,0,0,0.00,1.26
1782766869,606118816,67,0,0,0,0.00,1.51
1782766870,606116524,61,0,0,0,0.00,0.76
1782766871,606120536,66,0,0,0,0.00,1.76
1782766872,606151060,46,1,1,0,0.00,1.75
1782766873,606114918,58,0,0,0,0.00,2.00
1782766874,606117110,64,0,0,0,0.00,1.50
1782766875,606123939,66,0,1,0,0.00,1.76
1782766876,606126551,61,1,1,0,0.00,1.75
1782766877,606120413,66,0,0,0,0.00,2.01
1782766878,606170631,66,0,0,0,0.00,2.49
1782766879,606118350,60,0,0,0,0.00,1.26
1782766880,606122841,51,1,2,0,0.00,1.75
1782766881,606115302,59,1,1,0,0.00,1.75
1782766882,606149587,50,0,0,0,0.00,1.26
1782766883,606116009,63,0,0,0,0.00,2.73
1782766884,606119619,58,0,0,0,0.00,0.76
1782766885,606116199,55,1,1,0,0.00,1.50
1782766886,606151895,56,1,1,0,0.00,1.74
1782766887,606121394,53,0,0,0,0.00,1.75
1782766888,606116155,65,0,0,0,0.00,2.01
1782766889,606117427,58,0,1,0,0.00,1.51
1782766890,606115262,47,0,0,0,0.00,2.00
1782766891,606120860,44,0,0,0,0.00,1.25
1782766892,606115260,49,0,0,0,0.00,1.25
1782766893,606116849,62,0,0,0,0.00,1.26
1782766894,606118335,52,0,0,0,0.00,1.26
1782766895,606119354,62,2,1,0,0.00,1.01
1782766896,606115477,54,1,1,0,0.00,0.76
1782766897,606153477,49,0,1,0,0.00,1.25
1782766898,606123040,50,1,1,0,0.00,1.25
1782766899,606117136,52,0,0,0,0.00,1.99
1782766900,606116598,67,1,1,0,0.00,2.74
1782766901,606124654,49,0,1,0,0.00,2.27
1782766902,606119742,52,0,0,0,0.00,1.50
1782766903,606123530,50,0,0,0,0.00,1.99
1782766904,606119454,66,2,2,0,0.00,1.75
1782766905,606111994,59,0,0,0,0.00,1.01
1782766906,606117608,57,2,2,0,0.00,2.00
1782766907,606122077,48,1,1,0,0.00,1.75
1782766908,606150141,51,0,1,0,0.00,1.75
1782766909,606158258,38,1,2,0,0.00,0.50
1782766910,606120647,61,0,0,0,0.00,1.26
1782766911,606111162,21,0,0,0,0.00,0.50
1782766912,606121262,66,1,1,0,0.00,2.49
1782766913,606114383,57,0,0,0,0.00,2.24
1782766914,606121620,50,0,0,0,0.00,1.75
1782766915,606120733,45,0,0,0,0.00,0.50
1782766916,606112712,46,1,1,0,0.00,1.01
1782766917,606119119,51,0,0,0,0.00,1.25
1782766918,606117714,52,0,0,0,0.00,2.24
1782766919,606114748,41,0,0,0,0.00,1.50
1782766920,606118242,38,0,0,0,0.00,0.76
1782766921,606150851,49,1,2,0,0.00,0.25
1782766922,606115961,42,0,1,0,0.00,1.25
1782766923,606111332,43,0,0,0,0.00,0.51
1782766924,606113841,44,1,1,0,0.33,0.51
1782766925,606117131,41,0,0,0,0.00,1.75
1782766926,606119068,45,0,0,0,0.00,1.50
1782766927,606118194,66,0,0,0,0.00,0.76
1782766928,606126331,38,1,3,0,0.00,1.50
1782766929,606117178,43,1,1,0,0.00,0.76
1782766930,606120213,61,0,1,0,0.00,1.01
1782766931,606122312,56,1,1,0,0.00,1.01
1782766932,606117224,51,1,1,0,0.00,1.01
1782766933,606120471,65,0,0,0,0.00,1.75
1782766934,606121687,69,0,0,0,0.00,1.51
1782766935,606116394,57,0,0,0,0.00,1.26
1782766936,606114696,68,0,0,0,0.00,1.76
1782766937,606120082,60,0,0,0,0.00,2.26
1782766938,606119740,57,1,1,0,0.00,1.51
1782766939,606120597,38,0,0,0,0.00,1.00
1782766940,606115778,61,0,1,0,0.00,2.00
1782766941,606110960,59,1,2,0,0.00,2.00
1782766942,606124372,48,0,0,0,0.00,2.73
1782766943,606120337,56,1,2,0,0.00,2.00
1782766944,606124845,71,0,0,0,0.00,1.26
1782766945,606116228,107,1,1,0,0.00,0.76
1782766946,606121728,97,1,1,0,0.00,2.51
1782766947,606119624,72,0,0,0,0.00,1.75
1782766948,606111115,109,0,0,0,0.00,2.51
1782766949,606122816,97,0,0,0,0.00,2.02
1782766950,606119152,105,0,0,0,0.00,2.78
1782766951,606117856,94,0,0,0,0.00,1.52
1782766952,606124820,91,0,0,0,0.00,1.26
1782766953,606116784,77,1,1,0,0.00,2.00
1782766954,606116283,99,0,0,0,0.00,2.50
1782766955,606121025,97,0,1,0,0.00,2.25
1782766956,606153928,54,0,0,0,0.00,1.75
1782766957,606118531,55,0,0,0,0.00,1.25
1782766958,606120253,46,0,0,0,0.00,1.01
1782766959,606112165,49,0,0,0,0.00,1.01
1782766960,606120988,35,0,0,0,0.00,0.75
1782766961,606120783,30,0,0,0,0.00,1.00
1782766962,606121134,49,1,2,0,0.00,1.26
1782766963,606126312,56,0,0,0,0.00,1.99
1782766964,606116524,52,0,0,0,0.00,0.76
1782766965,606117762,60,0,0,0,0.00,1.50
1782766966,606117576,52,0,0,0,0.00,1.75
1782766967,606120862,40,0,0,0,0.00,1.75
1782766968,606124237,45,0,0,0,0.00,0.51
1782766969,606114260,47,0,0,0,0.00,1.75
1782766970,606111246,54,2,2,0,0.00,1.75
1782766971,606148789,50,0,0,0,0.00,1.75
1782766972,606118293,44,0,0,0,0.00,0.76
1782766973,606119500,52,0,0,0,0.00,1.26
1782766974,606123658,36,0,0,0,0.00,1.00
1782766975,606116550,62,0,0,0,0.00,1.50
1782766976,606119113,47,0,0,0,0.00,1.25
1782766977,606125045,46,1,1,0,0.00,1.25
1782766978,606118148,47,0,1,0,0.00,1.50
1782766979,606114723,47,1,1,0,0.00,1.75
1782766980,606121701,39,0,0,0,0.00,1.01
1782766981,606159650,51,0,1,0,0.00,1.25
1782766982,606122061,22,0,0,0,0.00,0.50
1782766983,606148103,34,0,0,0,0.00,0.25
1782766984,606116679,33,2,2,0,0.00,0.51
1782766985,606120344,61,0,0,0,0.00,2.00
1782766986,606160242,60,1,1,0,0.00,1.50
1782766987,606116426,54,0,1,0,0.00,1.50
1782766988,606122073,53,0,0,0,0.00,1.26
1782766989,606109005,63,0,0,0,0.00,0.76
1782766990,606121859,54,0,0,0,0.00,0.76
1782766991,606118759,53,0,0,0,0.00,1.26
1782766992,606121373,55,0,0,0,0.00,1.50
1782766993,606116782,52,0,0,0,0.00,2.00
1782766994,606119988,53,1,1,0,0.00,1.26
1782766995,606119949,33,0,0,0,0.00,1.25
1782766996,606117342,52,1,1,0,0.00,1.26
1782766997,606114042,53,0,3,0,0.00,2.24
1782766998,606120101,45,1,1,0,0.00,0.25
1782766999,606119217,50,0,0,0,0.00,1.26
1782767000,606119879,42,0,0,0,0.00,1.50
1782767001,606121672,36,1,0,0,0.00,1.75
1782767002,606124802,46,0,1,0,0.00,1.01
1782767003,606122657,47,0,0,0,0.00,0.76
1782767004,606118412,47,1,1,0,0.00,1.25
1782767005,606122277,51,0,0,0,0.00,1.01
1782767006,606119407,37,0,0,0,0.00,1.25
1782767007,606113761,52,0,0,0,0.00,1.75
1782767008,606117631,52,0,0,0,0.00,2.48
1782767009,606153568,51,1,0,0,0.00,0.76
1782767010,606126105,50,0,1,0,0.00,1.25
1782767011,606118157,45,0,1,0,0.00,1.01
1782767012,606126443,46,0,0,0,0.00,1.25
1782767013,606119506,49,1,1,0,0.00,1.75
1782767014,606118908,61,0,0,0,0.00,1.76
1782767015,606111158,51,0,1,0,0.00,1.01
1782767016,606128706,45,0,0,0,0.00,1.50
1782767017,606115405,54,0,1,0,0.00,1.75
1782767018,606118183,42,1,2,0,0.00,2.48
1782767019,606119591,36,0,0,0,0.00,1.00
1782767020,606118015,47,0,0,0,0.00,1.01
1782767021,606123195,45,1,1,0,0.00,1.50
1782767022,606115026,53,0,0,0,0.00,0.76
1782767023,606115540,40,0,1,0,0.00,1.01
1782767024,606118174,45,0,0,0,0.00,1.50
1782767025,606119595,40,0,0,0,0.00,1.50
1782767026,606113448,66,0,0,0,0.00,2.01
1782767027,606117027,60,0,0,0,0.00,1.01
1782767028,606114445,45,0,0,0,0.00,1.25
1782767029,606119764,49,1,1,0,0.00,1.50
1782767030,606121162,49,0,0,0,0.00,2.23
1782767031,606121972,52,0,0,0,0.00,1.50
1782767032,606119070,45,0,0,0,0.00,0.51
1782767033,606120214,50,0,0,0,0.00,1.50
1782767034,606124365,57,0,0,0,0.00,1.99
1782767035,606113709,41,1,1,0,0.00,1.25
1782767036,606154810,51,1,1,0,0.00,1.26
1782767037,606117510,44,0,1,0,0.00,2.23
1782767038,606121237,43,1,1,0,0.00,0.51
1782767039,606123491,35,0,0,0,0.00,1.50
1782767040,606123907,55,0,1,0,0.00,1.26
1782767041,606119621,47,0,0,0,0.00,1.01
1782767042,606118707,27,1,1,0,0.00,0.75
1782767043,606119027,38,0,0,0,0.00,1.25
1782767044,606119698,35,1,1,0,0.00,0.75
1782767045,606117646,56,0,0,0,0.00,0.25
1782767046,606116360,61,1,1,0,0.00,2.00
1782767047,606124904,65,0,0,0,0.00,2.00
1782767048,606116558,50,0,0,0,0.00,1.26
1782767049,606121270,63,0,0,0,0.00,1.76
1782767050,606122218,49,0,1,0,0.00,1.01
1782767051,606117266,60,1,1,0,0.00,1.26
1782767052,606124175,58,0,0,0,0.00,2.48
1782767053,606111903,46,0,0,0,0.00,1.75
1782767054,606118054,59,1,1,0,0.00,1.51
1782767055,606116171,51,1,2,0,0.00,0.51
1782767056,606118127,36,0,0,0,0.00,0.75
1782767057,606123247,55,1,1,0,0.00,2.23
1782767058,606121998,66,0,0,0,0.00,1.76
1782767059,606122818,46,0,0,0,0.00,1.01
1782767060,606111227,42,0,0,0,0.00,1.01
1782767061,606147019,42,1,1,0,0.00,1.01
1782767062,606121546,41,1,0,0,0.00,0.75
1782767063,606116529,57,0,0,0,0.00,1.01
1782767064,606122903,32,1,1,0,0.00,0.75
1782767065,606118742,49,0,0,0,0.00,1.99
1782767066,606118214,58,1,1,0,0.00,1.75
1782767067,606114442,73,1,1,0,0.00,0.76
1782767068,606117219,47,0,0,0,0.00,0.76
1782767069,606123421,52,0,0,0,0.00,0.25
1782767070,606123097,52,0,0,0,0.00,1.01
1782767071,606157135,44,0,0,0,0.00,1.75
1782767072,606119752,48,0,0,0,0.00,0.25
1782767073,606112303,54,0,0,0,0.00,1.25
1782767074,606122705,43,0,0,0,0.00,0.51
1782767075,606113147,56,0,0,0,0.00,1.50
1782767076,606120397,35,1,3,0,0.00,1.25
1782767077,606115081,42,0,0,0,0.00,1.01
1782767078,606118345,51,0,0,0,0.00,1.50
1782767079,606116701,38,0,0,0,0.00,1.74
1782767080,606124834,43,0,0,0,0.00,0.76
1782767081,606119776,47,0,0,0,0.00,1.25
1782767082,606116215,48,0,0,0,0.00,1.01
1782767083,606117485,45,0,1,0,0.00,1.25
1782767084,606119835,44,0,0,0,0.00,1.01
1782767085,606122848,46,0,0,0,0.00,1.50
1782767086,606122098,41,0,0,0,0.00,0.75
1782767087,606118053,65,0,0,0,0.00,2.00
1782767088,606117849,58,0,0,0,0.00,0.51
1782767089,606117372,45,1,1,0,0.00,0.76
1782767090,606114641,45,0,0,0,0.00,1.50
1782767091,606122730,38,1,1,0,0.00,1.50
1782767092,606116952,32,0,0,0,0.00,1.49
1782767093,606211266,50,0,0,0,0.00,1.75
1782767094,606114888,60,0,0,0,0.00,1.51
1782767095,606115164,37,0,0,0,0.00,1.50
1782767096,606115583,45,0,0,0,0.00,1.25
1782767097,606156926,47,0,0,0,0.00,1.26
1782767098,606156590,59,0,0,0,0.00,1.26
1782767099,606117438,55,0,0,0,0.00,0.51
1782767100,606154941,56,0,0,0,0.00,2.24
1782767101,606116283,54,0,1,0,0.00,1.75
1782767102,606118917,27,0,0,0,0.00,0.75
1782767103,606115495,38,0,0,0,0.00,1.50
1782767104,606125549,41,1,1,0,0.00,1.50
1782767105,606122257,50,0,0,0,0.00,2.72
1782767106,606120150,58,1,1,0,0.00,0.51
1782767107,606124332,80,0,0,0,0.00,1.76
1782767108,606156574,84,0,0,0,0.00,1.52
1782767109,606197554,63,0,0,0,0.00,2.00
1782767110,606121594,52,2,2,0,0.00,1.25
1782767111,606120829,52,0,0,0,0.00,2.48
1782767112,606122030,52,0,0,0,0.00,0.76
1782767113,606118167,54,1,2,0,0.00,1.50
1782767114,606126895,46,0,0,0,0.00,0.76
1782767115,606111652,55,0,0,0,0.00,1.01
1782767116,606157334,21,0,0,0,0.00,0.50
1782767117,606115086,59,0,0,0,0.00,1.51
1782767118,606158972,48,0,0,0,0.00,1.25
1782767119,606123939,57,0,0,0,0.00,1.51
1782767120,606123060,64,0,0,0,0.00,2.00
1782767121,606121544,60,0,0,0,0.00,1.51
1782767122,606121264,44,2,3,0,0.00,1.25
1782767123,606123473,60,0,1,0,0.00,2.00
1782767124,606120877,60,0,0,0,0.00,1.75
1782767125,606121446,43,0,0,0,0.00,1.50
1782767126,606119451,52,0,0,0,0.00,1.01
1782767127,606120255,47,1,2,0,0.00,1.25
1782767128,606122402,51,0,0,0,0.00,1.00
1782767129,606113963,59,0,0,0,0.00,0.76
1782767130,606115512,54,0,0,0,0.00,0.51
1782767131,606114653,55,0,0,0,0.00,1.26
1782767132,606120083,46,0,0,0,0.00,0.76
1782767133,606122533,45,0,0,0,0.00,1.01
1782767134,606125544,68,0,0,0,0.00,1.25
1782767135,606115209,57,0,1,0,0.00,1.76
1782767136,606117205,44,0,0,0,0.00,0.51
1782767137,606121377,53,0,0,0,0.00,2.24
1782767138,606160693,52,1,1,0,0.00,1.26
1782767139,606122028,35,0,0,0,0.00,0.75
1782767140,606117152,45,0,1,0,0.00,1.50
1782767141,606119557,42,0,0,0,0.00,1.25
1782767142,606162366,36,0,0,0,0.00,1.25
1782767143,606119017,39,0,0,0,0.00,1.74
1782767144,606113417,49,0,0,0,0.00,0.76
1782767145,606119523,49,2,2,0,0.00,2.48
1782767146,606122024,32,0,0,0,0.00,1.25
1782767147,606120867,48,0,0,0,0.00,1.75
1782767148,606123396,51,1,1,0,0.00,0.76
1782767149,606121070,58,0,0,0,0.00,1.26
1782767150,606122117,35,0,0,0,0.00,1.00
1782767151,606125392,35,1,1,0,0.00,0.75
1782767152,606121103,56,0,0,0,0.00,1.26
1782767153,606120657,52,1,1,0,0.00,2.24
1782767154,606115875,43,0,1,0,0.00,1.75
1782767155,606112540,53,0,2,0,0.00,1.26
1782767156,606160028,52,0,0,0,0.00,0.51
1782767157,606121982,44,0,0,0,0.00,1.00
1782767158,606152883,66,0,0,0,0.00,1.26
1782767159,606118512,58,0,0,0,0.00,0.76
1782767160,606119962,70,1,1,0,0.00,1.51
1782767161,606118589,64,1,1,0,0.00,1.27
1782767162,606121735,27,0,0,0,0.00,1.25
1782767163,606123411,45,1,1,0,0.00,1.50
1782767164,606114555,36,0,0,0,0.00,0.75
1782767165,606122459,57,0,0,0,0.00,1.51
1782767166,606121236,46,0,0,0,0.00,0.76
1782767167,606160627,71,0,0,0,0.00,2.50
1782767168,606119068,72,0,0,0,0.00,2.01
1782767169,606116665,53,1,1,0,0.00,1.50
1782767170,606122168,67,0,1,0,0.00,0.76
1782767171,606117138,81,0,2,0,0.00,1.52
1782767172,606123138,73,1,1,0,0.00,2.01
1782767173,606123190,55,0,0,0,0.00,2.24
1782767174,606117605,53,0,0,0,0.00,1.76
1782767175,606122531,75,0,0,0,0.00,1.01
1782767176,606123798,47,1,1,0,0.00,1.25
1782767177,606119378,52,1,0,0,0.00,1.75
1782767178,606156509,43,0,0,0,0.00,1.26
1782767179,606123941,52,1,1,0,0.00,1.26
1782767180,606235164,46,1,2,0,0.00,1.50
1782767181,606118355,65,3,1,0,0.00,1.75
1782767182,606125232,68,1,1,0,0.00,2.49
1782767183,606116318,53,0,0,0,0.00,1.01
1782767184,606116298,48,0,0,0,0.00,0.51
1782767185,606120747,51,0,0,0,0.00,1.50
1782767186,606123622,45,0,2,0,0.00,1.50
1782767187,606156383,59,0,0,0,0.00,0.76
1782767188,606120173,44,0,0,0,0.00,1.25
1782767189,606121245,51,0,0,0,0.00,1.50
1782767190,606118815,51,1,1,0,0.00,1.50
1782767191,606117052,41,0,0,0,0.00,1.50
1782767192,606117205,53,0,0,0,0.00,0.76
1782767193,606116514,53,0,0,0,0.00,1.26
1782767194,606121437,59,0,1,0,0.00,2.00
1782767195,606121505,39,1,1,0,0.00,1.01
1782767196,606126667,41,0,1,0,0.00,1.74
1782767197,606116401,41,1,1,0,0.00,1.75
1782767198,606120708,46,0,0,0,0.00,1.25
1782767199,606117348,50,0,0,0,0.00,1.25
1782767200,606123560,40,0,1,0,0.00,1.75
1782767201,606116481,56,1,1,0,0.00,1.52
1782767202,606122203,42,1,0,0,0.00,1.50
1782767203,606117237,49,1,1,0,0.00,1.01
1782767204,606118146,34,1,1,0,0.00,0.75
1782767205,606119097,55,1,1,0,0.00,1.26
1782767206,606117693,66,0,0,0,0.00,1.75
1782767207,606112477,64,2,2,0,0.00,1.76
1782767208,606122771,50,1,1,0,0.00,2.00
1782767209,606122689,29,0,0,0,0.00,1.50
1782767210,606118483,34,0,0,0,0.00,1.25
1782767211,606364997,23,0,0,0,0.00,0.00
1782767212,606122540,55,0,0,0,0.00,1.26
1782767213,606122416,56,2,2,0,0.00,1.50
1782767214,606116084,39,0,0,0,0.00,1.50
1782767215,606119690,59,0,0,0,0.00,0.76
1782767216,606118285,47,0,0,0,0.00,0.76
1782767217,606117288,56,0,0,0,0.00,0.76
1782767218,606121122,47,0,0,0,0.00,0.51
1782767219,606121510,43,0,0,0,0.00,0.76
1782767220,606121157,51,0,0,0,0.00,2.96
1782767221,606158816,55,0,1,0,0.00,3.20
1782767222,606149901,23,0,0,0,0.00,1.00
1782767223,606120507,24,0,0,0,0.00,0.00
1782767224,606122301,35,0,0,0,0.00,1.25
1782767225,606119189,56,1,1,0,0.00,1.75
